,Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,Missing Age Values,IsMale
0,0,3,0.11312350138134629,1.446504811022313,-0.5604974054050026,-0.8770574958176888,1.0564027057455865,-1.231644897095901,0,1
1,1,1,0.8108302845121201,1.446504811022313,-0.5604974054050026,1.3208955937099014,1.0564027057455865,-1.231644897095901,0,0
2,1,3,0.3013478100356576,-0.6821332422386645,-0.5604974054050026,-0.7853258823880179,-0.8076357959076294,0.8119223343984153,0,0
3,1,1,0.6898188100419095,1.446504811022313,-0.5604974054050026,1.0628532846526557,1.0564027057455865,-1.231644897095901,0,0
4,0,3,0.6898188100419095,-0.6821332422386645,-0.5604974054050026,-0.7692011577934316,-0.8076357959076294,0.8119223343984153,0,1
5,0,3,-1.6129144134209206,-0.6821332422386645,-0.5604974054050026,-0.7182374678453225,-0.8076357959076294,0.8119223343984153,1,1
6,0,1,1.4047265069551473,-0.6821332422386645,-0.5604974054050026,1.041852163737152,-0.8076357959076294,0.8119223343984153,0,1
7,0,3,-1.1771281924791328,1.5217941611027195,1.779564118782665,0.202048993788199,1.4319289004612015,-1.231644897095901,0,1
8,1,3,0.34671064424675274,-0.6821332422386645,1.789482767178977,-0.4361922242314635,1.3027783463009814,-1.231644897095901,0,0
9,1,2,-0.30598978935662574,1.446504811022313,-0.5604974054050026,0.5423587387422377,1.0564027057455865,-1.231644897095901,0,0
10,1,3,-0.9877133226925876,1.446504811022313,1.779564118782665,-0.026911404022491578,1.3027783463009814,-1.231644897095901,0,0
11,1,1,1.5423977315343633,-0.6821332422386645,-0.5604974054050026,0.4244480392718817,-0.8076357959076294,0.8119223343984153,0,0
12,0,3,0.014377586750938642,-0.6821332422386645,-0.5604974054050026,-0.7692011577934316,-0.8076357959076294,0.8119223343984153,0,1
13,0,3,0.8503760212399271,1.446504811022313,1.7915534561198407,0.5792454287622016,1.4686468708456117,-1.231644897095901,0,1
14,0,3,-0.30598978935662574,-0.6821332422386645,-0.5604974054050026,-0.7945727342839519,-0.8076357959076294,0.8119223343984153,0,0
15,1,2,1.4394904095653445,-0.6821332422386645,-0.5604974054050026,-0.06957467575522198,-0.8076357959076294,0.8119223343984153,0,0
16,0,3,-1.1771281924791328,1.5276112584569592,1.779564118782665,0.5122328637472877,1.4547821926505087,-1.231644897095901,0,1
17,1,2,-1.6129144134209206,-0.6821332422386645,-0.5604974054050026,-0.27846151541839353,-0.8076357959076294,0.8119223343984153,1,1
18,0,3,0.522339700846821,1.446504811022313,-0.5604974054050026,0.04739009508395224,1.0564027057455865,-1.231644897095901,0,0
19,1,3,-1.6129144134209206,-0.6821332422386645,-0.5604974054050026,-0.8806164568505945,-0.8076357959076294,0.8119223343984153,1,0
20,0,2,0.6898188100419095,-0.6821332422386645,-0.5604974054050026,0.4044884637814351,-0.8076357959076294,0.8119223343984153,0,1
21,1,2,0.6486401537030836,-0.6821332422386645,-0.5604974054050026,-0.27846151541839353,-0.8076357959076294,0.8119223343984153,0,1
22,1,3,-0.2496151274335273,-0.6821332422386645,-0.5604974054050026,-0.7718667623746593,-0.8076357959076294,0.8119223343984153,0,0
23,1,1,0.39146353667113876,-0.6821332422386645,-0.5604974054050026,0.6973288233298898,-0.8076357959076294,0.8119223343984153,0,1
24,0,3,-0.6807332866571258,1.5217941611027195,1.779564118782665,0.202048993788199,1.4319289004612015,-1.231644897095901,0,0
25,1,3,0.8108302845121201,1.446504811022313,1.7915534561198407,0.5826116569241093,1.4686468708456117,-1.231644897095901,0,0
26,0,3,-1.6129144134209206,-0.6821332422386645,-0.5604974054050026,-0.8806164568505945,-0.8076357959076294,0.8119223343984153,1,1
27,0,1,-0.03632792170165661,1.5217941611027195,1.789482767178977,2.3737364981870015,1.4547821926505087,-1.231644897095901,0,1
